001,g_files,001.mp3,學校附近有什麼好吃的東西？
002,g_files,002.mp3,好吃的東西？那可多囉！
003,g_files,003.mp3,我最喜歡去夜市吃東西。
004,g_files,004.mp3,晚餐準備好了，來吃飯吧！
005,g_files,005.mp3,趁熱，快吃吧！
006,g_files,006.mp3,好豐盛的晚餐。
007,g_files,007.mp3,這道菜很好吃。
008,g_files,008.mp3,要不要來點水果？好啊！我要吃香蕉。
009,g_files,009.mp3,我可以再喝一杯茶嗎？
010,g_files,010.mp3,你要不要吃點東西？
011,g_files,011.mp3,我吃飽了，謝謝！
012,g_files,012.mp3,我沒吃過這種東西。
013,g_files,013.mp3,今天的晚餐豐盛嗎？
014,g_files,014.mp3,不錯！非常豐盛。
015,g_files,015.mp3,我吃得好飽，吃不下了！
016,g_files,016.mp3,你想喝果汁還是汽水？
017,g_files,017.mp3,我想要吃蚵仔煎。
018,g_files,018.mp3,我帶了一些糖果，你們想吃嗎？
019,g_files,019.mp3,太燙了！先吹一吹再吃。
020,g_files,020.mp3,晚餐再等一下子就好了！
021,g_files,021.mp3,吃紅蘿蔔對你的眼睛有好處。
022,g_files,022.mp3,不要在飯前吃那麼多零食。
023,g_files,023.mp3,吃飯時，不要拿筷子敲碗。
024,g_files,024.mp3,小孩子不要挑食，要把盤子裡的東西都吃完。
025,g_files,025.mp3,吃蔬菜對你的身體有幫助。
026,g_files,026.mp3,很燙喔！要小心！
027,g_files,027.mp3,粽子不要吃太多，只能吃一個！
028,g_files,028.mp3,你要吃雞肉飯嗎？
029,g_files,029.mp3,你要買棉花糖嗎？
030,g_files,030.mp3,誰泡的咖啡？怎麼那麼香！
031,g_files,031.mp3,這是自己做的爆米花。
032,g_files,032.mp3,這些剩菜該如何處理呢？
033,g_files,033.mp3,我有一頂紫色的帽子。
034,g_files,034.mp3,天氣變冷了，要多穿衣服。
035,g_files,035.mp3,衣服太小了，褲子也變短了。
036,g_files,036.mp3,把褲子的拉鏈拉好。
037,g_files,037.mp3,袖子捲起來。
038,g_files,038.mp3,鞋帶綁好。
039,g_files,039.mp3,穿鞋之前要先穿襪子。
040,g_files,040.mp3,下雨了，快穿上雨衣和雨鞋。
041,g_files,041.mp3,鞋子太小穿起來有點緊。
042,g_files,042.mp3,這件大衣的價錢很昂貴。
043,g_files,043.mp3,衣服穿反了，扣子扣錯了。
044,g_files,044.mp3,冬天大家都穿衛生衣和毛線衣。
045,g_files,045.mp3,這件衣服穿起來很保暖。
046,g_files,046.mp3,今天要穿制服上學。
047,g_files,047.mp3,體育課的時候要穿運動服。
048,g_files,048.mp3,星期三可以穿便服上學。
049,g_files,049.mp3,弟弟穿牛仔褲很可愛。
050,g_files,050.mp3,我有一雙布鞋和一雙皮鞋。
051,g_files,051.mp3,媽媽喜歡穿高跟鞋。
052,g_files,052.mp3,有些衣服會褪色，不可以放在一起洗。
053,g_files,053.mp3,衣服沾到墨水，怎麼辦？
054,g_files,054.mp3,你的衣服掉了一顆鈕扣。
055,g_files,055.mp3,我常幫媽媽洗衣服、晾衣服。
056,g_files,056.mp3,不一定要穿新衣服，只要乾淨整齊就好。
057,g_files,057.mp3,我的袖口被同學扯破了。
058,g_files,058.mp3,我有很多件背心。
059,g_files,059.mp3,我們到客廳坐坐吧！
060,g_files,060.mp3,我們在飯廳吃晚餐。
061,g_files,061.mp3,媽媽在廚房煮東西。
062,g_files,062.mp3,妹妹在她的房裡睡覺。
063,g_files,063.mp3,誰在浴室洗澡？請快一點！
064,g_files,064.mp3,老師的車停在車庫裡。
065,g_files,065.mp3,今天早上，我從樓梯上跌下來。
066,g_files,066.mp3,我的課本放在抽屜裡。
067,g_files,067.mp3,把外套拿到衣櫥裡掛起來。
068,g_files,068.mp3,我的畫掛在禮堂。
069,g_files,069.mp3,我們在電腦教室打電腦。
070,g_files,070.mp3,老師正在廣播。
071,g_files,071.mp3,老師用手機和家長聯絡。
072,g_files,072.mp3,我會自己收拾書包。
073,g_files,073.mp3,我會自己拿碗筷。
074,g_files,074.mp3,有人在敲門，去看看是誰。
075,g_files,075.mp3,誰幫我開個門？
076,g_files,076.mp3,把鞋子脫掉，穿上拖鞋。
077,g_files,077.mp3,別擔心，我會準時回家。
078,g_files,078.mp3,遙控器在桌子上。
079,g_files,079.mp3,去洗手，準備吃午餐。
080,g_files,080.mp3,教室太亂了，收拾收拾。
081,g_files,081.mp3,別忘了關電燈。
082,g_files,082.mp3,你可以來辦公室一下嗎？
083,g_files,083.mp3,離酒精燈遠一點，我怕你被燙到。
084,g_files,084.mp3,麻煩你去倒垃圾。
085,g_files,085.mp3,學校的鐘聲響了。
086,g_files,086.mp3,我睡過頭了。
087,g_files,087.mp3,我睡不著。
088,g_files,088.mp3,做完功課才能看電視。
089,g_files,089.mp3,去看書，準備考試。
090,g_files,090.mp3,水龍頭在滴水。
091,g_files,091.mp3,洗手台塞住了。
092,g_files,092.mp3,肥皂快用完了。
093,g_files,093.mp3,上完廁所要沖水。
094,g_files,094.mp3,離開前，請把水關緊。
095,g_files,095.mp3,你澆花了嗎？
096,g_files,096.mp3,掃除的時間到囉。
097,g_files,097.mp3,把廢紙整理好拿出去。
098,g_files,098.mp3,我會幫忙擦窗戶。
099,g_files,099.mp3,這些窗戶要洗一洗。
100,g_files,100.mp3,學校對面，有一家超級市場。
101,g_files,101.mp3,我們學校附近有很多餐廳。
102,g_files,102.mp3,你住在哪裡？我住在台北縣。
103,g_files,103.mp3,這是一棟五層樓的建築物。
104,g_files,104.mp3,他剛來到這個學校，對這裡還是很陌生。
105,g_files,105.mp3,我們住在同一條街上。
106,g_files,106.mp3,由這裡向左轉，你就可以找到健康中心了。
107,g_files,107.mp3,這是我的坐位，不是你的。
108,g_files,108.mp3,我同學阿吉是我鄰居。
109,g_files,109.mp3,走路要靠邊才安全。
110,g_files,110.mp3,在市區行人要走天橋。
